long,lat
-114.075729,35.942537
-114.09838,35.942099
-114.069314,35.941897
-114.078739,35.941622
-114.071114,35.940776
-114.082875,35.939859
-114.084317,35.943282
-114.080061,35.938967
-114.098711,35.940636
-114.073921,35.938259
-114.082931,35.938281
-114.069342,35.938304
-114.08659,35.937433
-114.087068,35.937436
-114.11149,35.937862
-114.101222,35.932266
-114.086532,35.929645
-114.068608,35.924297
-114.0747,35.930866
-114.077246,35.923385
-114.074995,35.923409
-114.086473,35.923407
-114.085514,35.923416
-114.079496,35.923431
-114.102658,35.924715
-114.097203,35.923417
-114.108802,35.922231
-114.109645,35.921964
-114.070579,35.919909
-114.079468,35.919908
-114.086472,35.919907
-114.08394,35.919907
-114.054151,35.917597
-114.054601,35.916705
-114.086471,35.91636
-114.083967,35.916315
-114.080329,35.916324
-114.075192,35.916293
-114.072773,35.916293
-114.070838,35.916273
-114.068638,35.91627
-114.070635,35.912655
-114.07186,35.912642
-114.070129,35.912655
-114.077244,35.912609
-114.074966,35.912563
-114.072744,35.91193
-114.049586,35.981484
-114.071167,35.997686
-114.055349,35.997016
-114.041272,35.990513
-114.038734,35.999986
-114.074351,35.996617
-114.073399,35.997704
-114.081899,35.991228
-114.084829,35.996674
-114.09609,35.965988
-114.046057,35.981891
-114.046115,35.981484
-114.086169,35.943703
-114.089886,35.952924
-114.112128,35.922759
-114.068599,35.927977
-114.09317,35.911982
-114.081631,35.914956
-114.096106,35.984037
-114.086511,35.991294
-114.086572,35.992826
-114.08658,35.988264
-114.087639,35.99702
-114.086382,36.002104
-114.089249,35.999986
-114.09432,35.999986
-114.068589,35.938282
-114.073397,35.997794
-114.070336,35.998536
-114.096385,35.981085
-114.220963,35.992924
-114.189562,35.979831
-114.178149,35.946599
-114.176901,35.930134
-114.173385,35.928646
-114.172199,35.926575
-114.16987,35.92384
-114.171473,35.923657
-114.224553,35.996267
-114.182701,35.947005
-114.170695,35.919534
-114.055939,35.999624
-114.068554,35.999556
-114.067061,35.999567
-114.063795,35.999533
-114.061289,35.99951
-114.050627,36.002285
-114.052337,36.00073
-114.06709,35.999283
-114.063767,35.998962
-114.071567,35.998871
-114.071996,36.000375
-114.072862,35.998848
-114.093883,35.957225
-114.072678,35.998851
-114.084386,36.000375
-114.08386,35.998842
-114.056024,35.998572
-114.060803,35.998567
-114.059009,35.998298
-114.06709,35.998276
-114.06999,35.99855
-114.05304,35.998114
-114.072777,35.997704
-114.07151,35.997704
-114.07351,35.997704
-114.083848,35.997683
-114.059572,35.997063
-114.050589,35.997313
-114.068554,35.996789
-114.063739,35.996582
-114.077339,35.996628
-114.076933,35.996626
-114.086096,35.996078
-114.07151,35.995599
-114.077282,35.995576
-114.075225,35.995555
-114.068639,35.994066
-114.077226,35.993974
-114.074579,35.993951
-114.070919,35.993906
-114.08863,35.993515
-114.069596,35.993082
-114.075987,35.992555
-114.06968,35.99251
-114.072073,35.992121
-114.06861,35.991847
-114.076015,35.991594
-114.09274,35.991432
-114.08908,35.991433
-114.087728,35.991273
-114.070243,35.990589
-114.087869,35.990312
-114.073228,35.989994
-114.06863,35.98996
-114.092317,35.988938
-114.086552,35.989451
-114.070441,35.988484
-114.071139,35.988776
-114.076043,35.988163
-114.097272,35.988114
-114.092823,35.987383
-114.089867,35.987086
-114.071567,35.986745
-114.068639,35.986241
-114.07289,35.985601
-114.093245,35.984889
-114.099691,35.983538
-114.089415,35.98338
-114.077197,35.98258
-114.075817,35.982168
-114.070553,35.981985
-114.068695,35.981985
-114.087405,35.98675
-114.087188,35.981447
-114.088827,35.981425
-114.091441,35.98148
-114.08643,35.980428
-114.068687,35.981483
-114.080037,35.980466
-114.077266,35.981459
-114.077422,35.979011
-114.086458,35.978918
-114.091497,35.978414
-114.071309,35.977489
-114.084578,35.977335
-114.07745,35.975761
-114.086373,35.975669
-114.07745,35.974068
-114.086429,35.974044
-114.077506,35.972558
-114.086429,35.972534
-114.077506,35.970956
-114.086428,35.97091
-114.0864,35.969376
-114.086428,35.967706
-114.090368,35.966104
-114.100078,35.965987
-114.09321,35.965829
-114.092253,35.965829
-114.094702,35.964661
-114.094843,35.965897
-114.092028,35.964593
-114.09183,35.96322
-114.092928,35.963129
-114.100088,35.964045
-114.086511,35.961642
-114.091492,35.961596
-114.093968,35.960383
-114.100076,35.960358
-114.091295,35.960292
-114.100103,35.958802
-114.093687,35.958781
-114.093574,35.958117
-114.086533,35.958538
-114.094248,35.955806
-114.093235,35.955829
-114.10013,35.955782
-114.086509,35.955762
-114.090421,35.955098
-114.091948,35.956785
-114.093039,35.955072
-114.086509,35.954389
-114.096959,35.954374
-114.100129,35.952853
-114.09118,35.952832
-114.086537,35.95281
-114.086939,35.952824
-114.09512,35.952397
-114.086283,35.952261
-114.091067,35.952123
-114.086787,35.939836
-114.073281,35.951782
-114.079902,35.952158
-114.096076,35.949719
-114.082371,35.94828
-114.087042,35.948188
-114.072184,35.948075
-114.068666,35.952354
-114.087632,35.945076
-114.097706,35.944296
-114.089288,35.946498
-114.069342,35.94343
-114.09008,35.94297
-114.075729,35.942537
-114.09838,35.942099
-114.069314,35.941897
-114.078739,35.941622
-114.071114,35.940776
-114.082875,35.939859
-114.084317,35.943282
-114.080061,35.938967
-114.098711,35.940636
-114.073921,35.938259
-114.082931,35.938281
-114.069342,35.938304
-114.08659,35.937433
-114.087068,35.937436
-114.101222,35.932266
-114.086532,35.929645
-114.068608,35.924297
-114.0747,35.930866
-114.077246,35.923385
-114.074995,35.923409
-114.086473,35.923407
-114.085514,35.923416
-114.079496,35.923431
-114.102658,35.924715
-114.097203,35.923417
-114.108802,35.922231
-114.109645,35.921964
-114.070579,35.919909
-114.079468,35.919908
-114.086472,35.919907
-114.08394,35.919907
-114.054151,35.917597
-114.054601,35.916705
-114.086471,35.91636
-114.083967,35.916315
-114.080329,35.916324
-114.075192,35.916293
-114.072773,35.916293
-114.070838,35.916273
-114.068638,35.91627
-114.070635,35.912655
-114.07186,35.912642
-114.070129,35.912655
-114.077244,35.912609
-114.074966,35.912563
-114.072744,35.91193
-114.049586,35.981484
-114.055349,35.997016
-114.041272,35.990513
-114.074351,35.996617
-114.073399,35.997704
-114.084829,35.996674
-114.09609,35.965988
-114.046057,35.981891
-114.089886,35.952924
-114.068599,35.927977
-114.09317,35.911982
-114.081631,35.914956
-114.086511,35.991294
-114.08658,35.988264
-114.087639,35.99702
-114.086382,36.002104
-114.068589,35.938282
-114.073397,35.997794
-114.096385,35.981085
-114.176901,35.930134
-114.173385,35.928646
-114.16987,35.92384
-114.055939,35.999624
-114.068554,35.999556
-114.067061,35.999567
-114.063795,35.999533
-114.061289,35.99951
-114.050627,36.002285
-114.052337,36.00073
-114.06709,35.999283
-114.063767,35.998962
-114.071567,35.998871
-114.071996,36.000375
-114.072862,35.998848
-114.093883,35.957225
-114.084386,36.000375
-114.056024,35.998572
-114.059009,35.998298
-114.06709,35.998276
-114.05304,35.998114
-114.072777,35.997704
-114.07151,35.997704
-114.059572,35.997063
-114.050589,35.997313
-114.068554,35.996789
-114.063739,35.996582
-114.077339,35.996628
-114.076933,35.996626
-114.086096,35.996078
-114.07151,35.995599
-114.077282,35.995576
-114.068639,35.994066
-114.077226,35.993974
-114.074579,35.993951
-114.070919,35.993906
-114.08863,35.993515
-114.069596,35.993082
-114.075987,35.992555
-114.06968,35.99251
-114.072073,35.992121
-114.06861,35.991847
-114.076015,35.991594
-114.09274,35.991432
-114.08908,35.991433
-114.087728,35.991273
-114.070243,35.990589
-114.087869,35.990312
-114.073228,35.989994
-114.092317,35.988938
-114.086552,35.989451
-114.070441,35.988484
-114.076043,35.988163
-114.097272,35.988114
-114.092823,35.987383
-114.089867,35.987086
-114.071567,35.986745
-114.068639,35.986241
-114.07289,35.985601
-114.093245,35.984889
-114.099691,35.983538
-114.089415,35.98338
-114.077197,35.98258
-114.075817,35.982168
-114.070553,35.981985
-114.068695,35.981985
-114.08643,35.980428
-114.077422,35.979011
-114.086458,35.978918
-114.091497,35.978414
-114.07745,35.975761
-114.086373,35.975669
-114.07745,35.974068
-114.086429,35.974044
-114.077506,35.972558
-114.086429,35.972534
-114.077506,35.970956
-114.086428,35.97091
-114.0864,35.969376
-114.086428,35.967706
-114.090368,35.966104
-114.100078,35.965987
-114.094702,35.964661
-114.092028,35.964593
-114.09183,35.96322
-114.092928,35.963129
-114.086511,35.961642
-114.091492,35.961596
-114.093968,35.960383
-114.100076,35.960358
-114.091295,35.960292
-114.100103,35.958802
-114.093687,35.958781
-114.093574,35.958117
-114.094248,35.955806
-114.093235,35.955829
-114.10013,35.955782
-114.086509,35.955762
-114.090421,35.955098
-114.093039,35.955072
-114.086509,35.954389
-114.100129,35.952853
-114.09118,35.952832
-114.086537,35.95281
-114.09512,35.952397
-114.086283,35.952261
-114.091067,35.952123
-114.086787,35.939836
-114.073281,35.951782
-114.096076,35.949719
-114.082371,35.94828
-114.087042,35.948188
-114.072184,35.948075
-114.068666,35.952354
-114.087632,35.945076
-114.097706,35.944296
-114.069342,35.94343
-114.09008,35.94297
-114.075729,35.942537
-114.09838,35.942099
-114.069314,35.941897
-114.078739,35.941622
-114.071114,35.940776
-114.082875,35.939859
-114.082931,35.938281
-114.069342,35.938304
-114.08659,35.937433
-114.077246,35.923385
-114.074995,35.923409
-114.086473,35.923407
-114.070579,35.919909
-114.079468,35.919908
-114.086472,35.919907
-114.08394,35.919907
-114.054151,35.917597
-114.054601,35.916705
-114.086471,35.91636
-114.083967,35.916315
-114.075192,35.916293
-114.072773,35.916293
-114.068638,35.91627
-114.070635,35.912655
-114.077244,35.912609
-114.074966,35.912563
-114.055349,35.997016
-114.073399,35.997704
-114.089886,35.952924
-114.086511,35.991294
-114.087639,35.99702
-114.086382,36.002104
-114.068589,35.938282
-114.068554,35.999556
-114.067061,35.999567
-114.063795,35.999533
-114.063767,35.998962
-114.071567,35.998871
-114.072862,35.998848
-114.093883,35.957225
-114.072777,35.997704
-114.07151,35.997704
-114.050589,35.997313
-114.063739,35.996582
-114.077339,35.996628
-114.07151,35.995599
-114.076015,35.991594
-114.087728,35.991273
-114.073228,35.989994
-114.092317,35.988938
-114.086552,35.989451
-114.089867,35.987086
-114.077422,35.979011
-114.07745,35.975761
-114.07745,35.974068
-114.077506,35.972558
-114.077506,35.970956
-114.092928,35.963129
-114.100076,35.960358
-114.100103,35.958802
-114.094248,35.955806
-114.10013,35.955782
-114.087632,35.945076
-114.09838,35.942099
-114.082875,35.939859
-114.08659,35.937433
-114.08394,35.919907
-114.083967,35.916315
-114.075192,35.916293
-114.072773,35.916293
-114.070635,35.912655
-114.077244,35.912609
-114.074966,35.912563
-114.086382,36.002104
-114.039463,36.111647
-114.029104,36.114175
-114.046989,36.107694
-114.098756,36.089292
-114.055878,36.088632
-114.060757,36.069527
-114.082305,36.009302
-114.081416,36.011247
-114.080672,36.00992
-114.077122,36.009921
-114.068646,36.007587
-114.077122,36.007495
-114.083149,36.007472
-114.081826,36.007426
-114.068646,36.00626
-114.073933,36.006246
-114.08206,36.00691
-114.068884,36.005117
-114.077234,36.003994
-114.069805,36.004054
-114.077407,36.003992
-114.077206,36.002782
-114.068617,36.002737
-114.068592,36.002069
-114.077205,36.001592
-114.072221,36.001592
-114.073517,36.001615
-114.080721,36.001591
-114.072033,36.000574
-114.074182,36.000375
-114.063605,35.999986
-114.077233,35.999986
-114.008721,36.118661
-114.075543,36.005134
-114.069383,36.002023
-114.072212,36.002755
-114.061359,36.062392
-114.043263,36.109342
-114.056323,36.000076
-114.060119,36.001553
-114.051553,36.02148
-114.050619,36.008768
-114.050623,36.004935
-114.054195,36.00594
-114.056649,36.00724
-114.055755,36.006798
-114.054408,36.000892
-114.052457,36.006148
-114.063518,36.000116
-114.063521,36.001401
-114.059523,36.01409
-114.061865,36.02424
-114.064768,36.010685
-114.056314,36.024449
-114.059539,36.021092
-114.068674,36.009898
-114.060656,36.021087
-114.067214,36.019416
-114.06718,36.018627
-114.063408,36.019421
-114.057027,36.019429
-114.051553,36.017839
-114.056142,36.023055
-114.055525,36.017221
-114.061107,36.023548
-114.058111,36.022666
-114.051553,36.01962
-114.054256,36.0182
-114.061245,36.0125
-114.067918,36.014032
-114.063511,36.014729
-114.059526,36.015618
-114.060962,36.015127
-114.057333,36.014213
-114.067913,36.015516
-114.06349,36.01704
-114.059532,36.018571
-114.06776,36.017245
-114.063476,36.018599
-114.052027,36.012653
-114.054388,36.011681
-114.067923,36.012456
-114.060893,36.010847
-114.062598,36.011612
-114.062968,36.011778
-114.054393,36.013906
-114.054391,36.012835
-114.057825,36.011702
-114.055261,36.008316
-114.058219,36.009505
-114.06202,36.009437
-114.065731,36.007417
-114.064696,36.009557
-114.067664,36.009929
-114.062833,36.013275
-114.061547,36.013537
-114.058205,36.010565
-114.053429,36.009504
-114.060171,36.00146
-114.06352,36.001016
-114.067121,36.001011
-114.067108,36.004072
-114.062979,36.004694
-114.063523,36.002118
-114.063272,36.00212
-114.067119,36.001374
-114.065406,36.004082
-114.063028,36.008084
-114.065009,36.00703
-114.066738,36.007685
-114.067378,36.006832
-114.067928,36.010923
-114.057167,36.006401
-114.05765,36.005606
-114.058119,36.004835
-114.058664,36.003939
-114.057907,36.023359
-114.061805,36.021082
-114.0618,36.021969
-114.074514,36.002767
-114.084838,36.005008
-114.070956,36.046063
-114.072758,36.046876
-114.060995,36.064899
-114.046802,36.094895
-114.007978,36.118291
-114.002383,36.119254
-114.006092,36.118985
-114.080806,36.08747
-114.086806,36.08253
-114.092921,36.089636
-114.102164,36.089953
-114.056284,36.025272
-114.067431,36.0215
-114.051562,36.006449
-114.070169,36.002744
-114.085792,36.003526
-114.090666,36.000491
-114.090597,36.000491
-114.073065,36.000375
-114.050662,36.024503
-114.050497,36.024505
-114.00008,36.119136
-114.039463,36.111647
-114.029104,36.114175
-114.046989,36.107694
-114.055878,36.088632
-114.060757,36.069527
-114.082305,36.009302
-114.081416,36.011247
-114.080672,36.00992
-114.077122,36.009921
-114.068646,36.007587
-114.077122,36.007495
-114.083149,36.007472
-114.081826,36.007426
-114.068646,36.00626
-114.073933,36.006246
-114.08206,36.00691
-114.068884,36.005117
-114.077234,36.003994
-114.069805,36.004054
-114.077407,36.003992
-114.077206,36.002782
-114.068617,36.002737
-114.068592,36.002069
-114.077205,36.001592
-114.072221,36.001592
-114.073517,36.001615
-114.080721,36.001591
-114.072033,36.000574
-114.074182,36.000375
-114.008721,36.118661
-114.075543,36.005134
-114.069383,36.002023
-114.072212,36.002755
-114.061359,36.062392
-114.043263,36.109342
-114.056323,36.000076
-114.060119,36.001553
-114.051553,36.02148
-114.050623,36.004935
-114.054195,36.00594
-114.056649,36.00724
-114.055755,36.006798
-114.052457,36.006148
-114.063518,36.000116
-114.063521,36.001401
-114.059523,36.01409
-114.061865,36.02424
-114.064768,36.010685
-114.056314,36.024449
-114.059539,36.021092
-114.068674,36.009898
-114.060656,36.021087
-114.067214,36.019416
-114.06718,36.018627
-114.063408,36.019421
-114.057027,36.019429
-114.051553,36.017839
-114.056142,36.023055
-114.055525,36.017221
-114.061107,36.023548
-114.058111,36.022666
-114.051553,36.01962
-114.054256,36.0182
-114.061245,36.0125
-114.067918,36.014032
-114.063511,36.014729
-114.059526,36.015618
-114.060962,36.015127
-114.057333,36.014213
-114.067913,36.015516
-114.06349,36.01704
-114.059532,36.018571
-114.06776,36.017245
-114.063476,36.018599
-114.052027,36.012653
-114.054388,36.011681
-114.067923,36.012456
-114.060893,36.010847
-114.062598,36.011612
-114.062968,36.011778
-114.054393,36.013906
-114.054391,36.012835
-114.055261,36.008316
-114.058219,36.009505
-114.065731,36.007417
-114.064696,36.009557
-114.067664,36.009929
-114.058205,36.010565
-114.060171,36.00146
-114.06352,36.001016
-114.067121,36.001011
-114.067108,36.004072
-114.062979,36.004694
-114.063523,36.002118
-114.063272,36.00212
-114.067119,36.001374
-114.065406,36.004082
-114.063028,36.008084
-114.065009,36.00703
-114.066738,36.007685
-114.067378,36.006832
-114.067928,36.010923
-114.057167,36.006401
-114.05765,36.005606
-114.058119,36.004835
-114.058664,36.003939
-114.061805,36.021082
-114.074514,36.002767
-114.084838,36.005008
-114.070956,36.046063
-114.060995,36.064899
-114.007978,36.118291
-114.002383,36.119254
-114.006092,36.118985
-114.080806,36.08747
-114.086806,36.08253
-114.092921,36.089636
-114.070169,36.002744
-114.090666,36.000491
-114.090597,36.000491
-114.050662,36.024503
-114.039463,36.111647
-114.055878,36.088632
-114.060757,36.069527
-114.082305,36.009302
-114.081416,36.011247
-114.077122,36.009921
-114.068646,36.007587
-114.077122,36.007495
-114.083149,36.007472
-114.081826,36.007426
-114.068646,36.00626
-114.08206,36.00691
-114.077234,36.003994
-114.077206,36.002782
-114.068592,36.002069
-114.077205,36.001592
-114.072221,36.001592
-114.073517,36.001615
-114.074182,36.000375
-114.069383,36.002023
-114.072212,36.002755
-114.061359,36.062392
-114.056323,36.000076
-114.060119,36.001553
-114.051553,36.02148
-114.050623,36.004935
-114.054195,36.00594
-114.056649,36.00724
-114.052457,36.006148
-114.063518,36.000116
-114.063521,36.001401
-114.059523,36.01409
-114.061865,36.02424
-114.064768,36.010685
-114.056314,36.024449
-114.059539,36.021092
-114.068674,36.009898
-114.060656,36.021087
-114.067214,36.019416
-114.06718,36.018627
-114.063408,36.019421
-114.057027,36.019429
-114.051553,36.017839
-114.056142,36.023055
-114.055525,36.017221
-114.061107,36.023548
-114.058111,36.022666
-114.051553,36.01962
-114.054256,36.0182
-114.061245,36.0125
-114.067918,36.014032
-114.063511,36.014729
-114.059526,36.015618
-114.060962,36.015127
-114.057333,36.014213
-114.067913,36.015516
-114.06349,36.01704
-114.059532,36.018571
-114.06776,36.017245
-114.063476,36.018599
-114.052027,36.012653
-114.054388,36.011681
-114.067923,36.012456
-114.060893,36.010847
-114.062598,36.011612
-114.054393,36.013906
-114.054391,36.012835
-114.055261,36.008316
-114.058219,36.009505
-114.065731,36.007417
-114.067664,36.009929
-114.058205,36.010565
-114.060171,36.00146
-114.06352,36.001016
-114.067121,36.001011
-114.067108,36.004072
-114.062979,36.004694
-114.063523,36.002118
-114.063272,36.00212
-114.067119,36.001374
-114.065406,36.004082
-114.063028,36.008084
-114.065009,36.00703
-114.067928,36.010923
-114.057167,36.006401
-114.05765,36.005606
-114.058119,36.004835
-114.058664,36.003939
-114.061805,36.021082
-114.074514,36.002767
-114.084838,36.005008
-114.070956,36.046063
-114.060995,36.064899
-114.007978,36.118291
-114.002383,36.119254
-114.080806,36.08747
-114.092921,36.089636
-114.090666,36.000491
-114.039463,36.111647
-114.068646,36.007587
-114.077122,36.007495
-114.081826,36.007426
-114.077234,36.003994
-114.077206,36.002782
-114.077205,36.001592
-114.072221,36.001592
-114.060119,36.001553
-114.054195,36.00594
-114.056649,36.00724
-114.063518,36.000116
-114.061865,36.02424
-114.056314,36.024449
-114.063408,36.019421
-114.057027,36.019429
-114.055525,36.017221
-114.063511,36.014729
-114.059526,36.015618
-114.063476,36.018599
-114.060893,36.010847
-114.062598,36.011612
-114.054393,36.013906
-114.054391,36.012835
-114.065731,36.007417
-114.06352,36.001016
-114.063523,36.002118
-114.067119,36.001374
-114.065009,36.00703
-114.084838,36.005008
-114.080806,36.08747
-114.063796,35.995896
-114.049633,35.983018
-114.053726,35.984336
-114.050636,35.981484
-114.06878,35.967822
-114.053726,35.987863
-114.049982,35.987864
-114.050631,35.987864
-114.049715,35.984956
-114.049213,35.984095
-114.081111,35.95035
-114.076208,35.950271
-114.079283,35.949212
-114.050394,36.093566
-114.050404,36.086523
-114.048637,36.075267
-114.050531,36.052722
-114.050657,36.027932
-114.063796,35.995896
-114.049633,35.983018
-114.053726,35.984336
-114.050636,35.981484
-114.06878,35.967822
-114.053726,35.987863
-114.049982,35.987864
-114.050631,35.987864
-114.049715,35.984956
-114.049213,35.984095
-114.081111,35.95035
-114.076208,35.950271
-114.050394,36.093566
-114.050404,36.086523
-114.048637,36.075267
-114.050531,36.052722
-114.050657,36.027932
-114.049633,35.983018
-114.053726,35.984336
-114.06878,35.967822
-114.053726,35.987863
-114.049982,35.987864
-114.049715,35.984956
-114.049213,35.984095
-114.076208,35.950271
-114.074472,35.996617
-114.073447,35.996613
-114.073433,35.996856
-114.076489,35.996624
-114.075415,35.99662
-114.072011,35.996608
-114.074182,35.999834
-114.083218,35.999834
-114.093286,35.955062
-114.068463,35.955524
-114.06782,35.955344
-114.057409,35.95876
-114.054448,35.959024
-114.054052,35.955719
-114.049356,35.958974
-114.059412,35.95708
-114.06249,35.953423
-114.069117,36.00233
-114.074472,35.996617
-114.073447,35.996613
-114.076489,35.996624
-114.075415,35.99662
-114.072011,35.996608
-114.068463,35.955524
-114.06782,35.955344
-114.057409,35.95876
-114.054448,35.959024
-114.059412,35.95708
-114.074472,35.996617
-114.073447,35.996613
-114.076489,35.996624
-114.075415,35.99662
-114.072011,35.996608
-114.068463,35.955524
-114.054448,35.959024
-114.059412,35.95708
-114.054448,35.959024
-114.062908,35.994833
-114.057398,35.986893
-114.080192,35.949693
-114.079361,35.951781
-114.049176,35.983739
-114.053722,35.983966
-114.053695,35.981484
-114.053697,35.981696
-114.068684,35.964091
-114.053726,35.986687
-114.049816,35.98582
-114.053726,35.985699
-114.050633,35.985795
-114.050634,35.984054
-114.059846,35.987865
-114.081348,35.950427
-114.078397,35.948726
-114.078937,35.947525
-114.079609,35.947883
-114.049735,35.98408
-114.045389,36.097734
-114.050421,36.074452
-114.062618,36.053716
-114.045629,36.032555
-114.190574,35.986198
-114.19339,35.984344
-114.190405,35.977937
-114.181457,35.954208
-114.186186,35.972512
-114.178025,35.946336
-114.178494,35.946387
-114.173721,35.93526
-114.180643,35.930569
-114.171642,35.925557
-114.171529,35.924733
-114.169026,35.927859
-114.228308,35.99959
-114.178337,35.946999
-114.138731,35.917606
-114.056052,35.999986
-114.068547,36.000127
-114.067061,35.999986
-114.063795,35.999986
-114.060651,36.000624
-114.058333,35.999442
-114.057746,36.000629
-114.050674,35.999372
-114.053039,35.999373
-114.068582,35.999283
-114.067062,35.999008
-114.061712,35.998939
-114.070805,35.999289
-114.056503,35.998801
-114.073348,35.999986
-114.093574,35.957957
-114.084604,35.998847
-114.077283,35.998802
-114.073404,35.998842
-114.077283,35.999986
-114.055602,35.99871
-114.058868,35.998641
-114.061937,35.998413
-114.063795,35.998321
-114.068554,35.998276
-114.06999,35.998184
-114.053377,35.998091
-114.050645,35.998068
-114.072819,35.998265
-114.077339,35.997704
-114.084801,35.99768
-114.056756,35.99752
-114.06861,35.997429
-114.069753,35.997459
-114.067146,35.997406
-114.063795,35.997406
-114.050674,35.996878
-114.067062,35.996972
-114.07151,35.996606
-114.062335,35.997765
-114.080909,35.996628
-114.06861,35.996583
-114.085034,36.001614
-114.073172,35.995576
-114.075058,35.995553
-114.068582,35.995164
-114.07151,35.994981
-114.088236,35.99498
-114.086954,35.996133
-114.075142,35.994752
-114.07075,35.994546
-114.075508,35.993997
-114.077233,35.994163
-114.093433,35.957202
-114.072468,35.993723
-114.089784,35.993469
-114.077254,35.993242
-114.068639,35.993059
-114.075311,35.992533
-114.070778,35.992807
-114.073284,35.99235
-114.094373,35.992325
-114.093978,35.999783
-114.071439,35.993197
-114.069652,35.991801
-114.077169,35.991572
-114.073903,35.991367
-114.072608,35.991344
-114.089305,35.991067
-114.094992,35.990311
-114.074748,35.990131
-114.091022,35.9899
-114.077141,35.989582
-114.086376,35.989557
-114.086546,35.989745
-114.086225,35.989577
-114.068639,35.98917
-114.073171,35.988964
-114.088093,35.988734
-114.074213,35.988529
-114.068992,35.989127
-114.095583,35.98832
-114.077057,35.988072
-114.075677,35.987591
-114.09592,35.987543
-114.088402,35.986972
-114.073312,35.987385
-114.075874,35.986127
-114.076051,35.986305
-114.072186,35.985829
-114.097834,35.985781
-114.090317,35.985508
-114.094202,35.984775
-114.098791,35.984019
-114.092822,35.98386
-114.090907,35.983471
-114.090907,35.983082
-114.093695,35.982441
-114.073312,35.981985
